bookid;name;author;genre;lang
7274337;The Death of Ivan Ilyich and Other Stories;Leo Tolstoy;Fiction;English
7280539;Ù…Ø§ ØªØ¨Ù‚Ù‰ Ù„ÙƒÙ…;Ghassan Kanafani;Unknown;Arabic
7312111;The Invisible Bridge;Julie Orringer;Historical;English
7315573;Middle Eastern Minorities and Diasporas;Moshe Ma'oz;Unknown;English
7317120;Dead End Gene Pool: A Memoir;Wendy Burden;Autobiography;English
7325715;Fall of Giants (The Century Trilogy #1);Ken Follett;Historical;English
7331435;Nicky Goes to the Doctor (Look-Look);Richard Scarry;Childrens;English
7346787;Lebanese Dishes Made Delicious;Lily Stephan;Unknown;English
7360523;A Visit from the Goon Squad;Jennifer Egan;Fiction;English
7362158;War at the Wall Street Journal: Inside the Struggle To Control an American Business Empire;Sarah Ellison;Business;English
7381740;Where's Snowy...in Oahu? The Adventures of Snowy, The Dog from Africa;Paul M. Javier;Unknown;English
7495395;Girl in Translation;Jean Kwok;Fiction;English
7505764;The Rehearsal;Eleanor Catton;Fiction;English
7518289;The Quants: How a New Breed of Math Whizzes Conquered Wall Street and Nearly Destroyed It;Scott Patterson;Economics;English
7519866;The History of Syriac Literature and Sciences (2nd Revised Edition);Afram Barsoum;Unknown;English
7539418;The Facebook Effect: The Inside Story of the Company That is Connecting the World;David Kirkpatrick;Business;English
7542136;Imperial Bedrooms (Less Than Zero #2);Bret Easton Ellis;Fiction;English
7562764;The World in Paint;Beth Ames Swartz;Unknown;English
7597904;Business Model Generation;Alexander Osterwalder;Business;English
7598648;The Quantum Thief (Jean le Flambeur #1);Hannu Rajaniemi;Science Fiction;English
7603153;Club Rules;Andrew S. Trees;Unknown;English
7614793;French Toast: An American in Paris Celebrates the Maddening Mysteries of the French;Harriet Welty Rochefort;Cultural;English
7632329;Europe Special Places to Stay with Courses and Activities;Alastair Sawday;Unknown;English
7648967;Cognitive Surplus: Creativity and Generosity in a Connected Age;Clay Shirky;Nonfiction;English
7655974;Operation Mincemeat: How a Dead Man and a Bizarre Plan Fooled the Nazis and Assured an Allied Victory;Ben Macintyre;History;English
7677839;Batman: Life After Death (Batman, Volume I #692â€“699);Tony S. Daniel;Sequential Art;English
7685831;Different: Escaping the Competitive Herd;Youngme Moon;Business;English
7723884;The Girl Who Kicked the Hornet's Nest (Millennium #3);Stieg Larsson;Fiction;English
7747422;Pleased, but not Satisfied;David L. Sokol;Business;English
7801229;Zulu;Caryl FÃ©rey;Mystery;English
7803386;It's a Book (It's a Book);Lane Smith;Childrens;English
7816258;The Exiled Queen (Seven Realms #2);Cinda Williams Chima;Fantasy;English
7830553;Cecilia;Linda Ferri;Historical;English
7840834;White Masks;Elias Khoury;Fiction;English
7864535;Game-Based Marketing: Inspire Customer Loyalty Through Rewards, Challenges, and Contests;Gabe Zichermann;Unknown;English
7905092;Palo Alto;James Franco;Short Stories;English
7906903;Russian Winter;Daphne Kalotay;Historical;English
7907782;Freedom;Jonathan Franzen;Fiction;English
7907803;Coming Back (Sharon McCone #27);Marcia Muller;Unknown;English
7935434;Great House;Nicole Krauss;Contemporary;English
7954936;An Object of Beauty;Steve Martin;Fiction;English
7976897;Conversations with Jerry and Other People I Thought Were Dead: Seven Compelling Dialogues That Will Transform the Way You Think about Dying . . . and;Irene Kendig;Unknown;English
7977385;What Technology Wants;Kevin Kelly;Science;English
7997104;The Horse Dancer;Jojo Moyes;Fiction;English
7998500;The Facebook Era: Tapping Online Social Networks to Market, Sell, and Innovate;Clara Shih;Business;English
8082145;The Wave: In Pursuit of the Rogues, Freaks, and Giants of the Ocean;Susan Casey;Nonfiction;English
8099677;Corvette Fifty Years;Randy Leffingwell;Unknown;English
8125726;The Carrie Diaries (The Carrie Diaries #1);Candace Bushnell;Young Adult;English
8138071;Poetics of Music in the Form of Six Lessons;Igor Stravinsky;Music;English
8140686;The Goal: A Process of Ongoing Improvement;Eliyahu M. Goldratt;Business;English
8178713;Pale Demon (The Hollows #9);Kim Harrison;Fantasy;English
8191070;Loving What Is: Four Questions That Can Change Your Life;Byron Katie;Self Help;English
8192278;Ermenegildo Zegna : an enduring passion for fabrics, innovation, quality and style;James Hillman;Unknown;English
8213519;Master of the Senate (The Years of Lyndon Johnson #3);Robert A. Caro;Biography;English
8235404;Autobiography of Mark Twain, Vol. 1;Mark Twain;Biography;English
8260364;The Big Short: Inside the Doomsday Machine (Liar's Poker #2);Michael   Lewis;Nonfiction;English
8268599;Your Baby Is Speaking to You: A Visual Guide to the Amazing Behaviors of Your Newborn and Growing Baby;Kevin Nugent;Parenting;English
8296156;Hackers: Heroes of the Computer Revolution;Steven Levy;Nonfiction;English
8296739;Apollo's Angels: A History of Ballet;Jennifer Homans;Nonfiction;English
8316125;Last Call: The Rise and Fall of Prohibition;Daniel Okrent;History;English
8326288;Testimony of Light;Helen Greaves;Unknown;English
8376990;Scorpions: The Battles and Triumphs of FDR's Great Supreme Court Justices;Noah Feldman;History;English
8423493;Letters on Literature;Andrew Lang;Business;English
8428716;Living with Books;Dominique Dupuich;Nonfiction;English
8473413;Catching Fire (The Hunger Games #2);Suzanne Collins;Young Adult;English
8518218;The Missing Golden Ticket and Other Splendiferous Secrets;Roald Dahl;Fiction;English
8519525;Tennis and the Masai;Nicholas Best;Fiction;English
8520610;The Lost Art of Reading: Why Books Matter in a Distracted Time;David L. Ulin;Nonfiction;English
8542739;A Visit from the Goon Squad;Jennifer Egan;Fiction;English
8545079;Quiet: The Power of Introverts in a World That Can't Stop Talking;Susan Cain;Unknown;English
8558587;Fashioning Fashion: European Dress in Detail, 1700â€“1915;Sharon Sadako Takeda;Nonfiction;English
8594551;The Pillars of the Earth (Kingsbridge #1);Ken Follett;Historical;English
8622058;Tricia Guild: Colors, Patterns, and Space;Tricia Guild;Unknown;English
8630312;Connected: How Your Friends' Friends' Friends Affect Everything You Feel, Think, and Do;Nicholas A. Christakis;Nonfiction;English
8660865;The Remains of the Day;Kazuo Ishiguro;Fiction;English
8664353;Lifting the Curtain on Design;Vicente Wolf;Unknown;English
8677247;Encyclopedia of the Exquisite: An Anecdotal History of Elegant Delights;Jessica Kerwin Jenkins;Nonfiction;English
8684868;Unbroken: A World War II Story of Survival, Resilience and Redemption;Laura Hillenbrand;Nonfiction;English
8689913;Merchants of Culture: The Publishing Business in the Twenty-First Century;John Brookshire Thompson;Nonfiction;English
8694005;Mockingjay (The Hunger Games #3);Suzanne Collins;Young Adult;English
8721696;Madame Tussaud: A Novel of the French Revolution;Michelle Moran;Historical;English
8804878;The Name of the Rose;Umberto Eco;Fiction;English
8846304;Unfamiliar Fishes;Sarah Vowell;Nonfiction;English
8879516;"Meaning No Offense: Being Some of the Life, Adventures and Opinions of Trader Riddell, an Old Book Reviewer, in the Dark Continent of Contemporary Literature; Including an Assortment of Strange Interviews and Literary Follies";John Riddell;Unknown;English
8882001;The Emergence of Kurdish Nationalism and the Sheikh Said Rebellion, 1880-1925;Robert W. Olson;Politics;English
8882247;Sleight of Hand;Peter S. Beagle;Fantasy;English
8907702;Helen of Pasadena;Lian Dolan;Womens Fiction;English
8937121;The Mesh: Why the Future of Business Is Sharing;Lisa Gansky;Business;English
8988888;Way of the Peaceful Warrior;Dan Millman;Spirituality;English
9017452;The Age of Comfort: When Paris Discovered Casualâ€”and the Modern Home Began;Joan DeJean;Nonfiction;English
9151181;The Watcher: Jane Goodall's Life with the Chimps;Jeanette Winter;Biography;English
9191102;To Slow Down The Time: Stories;Matthew Allard;Short Stories;English
9203287;Onward: How Starbucks Fought for Its Life without Losing Its Soul;Howard Schultz;Business;English
9215558;Jump (Rutshire Chronicles #9);Jilly Cooper;Fiction;English
9266769;The Thank You Economy;Gary Vaynerchuk;Business;English
9302502;Through Armenia on horseback;George Hughes Hepworth;Unknown;English
9311904;Summer and the City (The Carrie Diaries #2);Candace Bushnell;Womens Fiction;English
9346764;Hans Ulrich Obrist/Marina Abramovic (The Conversation #23);Hans Ulrich Obrist;Unknown;English
9361589;Imagining the Past in France: History in Manuscript Painting, 1250-1500;Elizabeth Morrison;Unknown;English
9381486;Ballet;Cecil Beaton;Unknown;English
9418327;The Night Circus;Erin Morgenstern;Historical;English
9442038;Avec Eric: A Culinary Journey with Eric Ripert;Eric Ripert;Food and Drink;English
9460786;Bossypants;Tina Fey;Nonfiction;English
9492104;A Feast at the Beach;William Widmaier;Unknown;English
9534444;The Clock of the Long Now: Time and Responsibility;Stewart Brand;Nonfiction;English
9549746;How Girls Thrive;JoAnn Deak;Unknown;English
9669151;Boomerang: Travels in the New Third World;Michael   Lewis;Nonfiction;English
9709934;A Visit from the Goon Squad;Jennifer Egan;Fiction;English
9715309;La sposa americana;Mario Soldati;Unknown;Italian
9718044;The Idea of the West;Doug Aitken;Art;English
9723661;Jane Eyre;Charlotte BrontÃ«;Romance;English
9724238;Summer and the City (The Carrie Diaries #2);Candace Bushnell;Womens Fiction;English
9744812;At Last (Patrick Melrose #5);Edward St. Aubyn;Fiction;English
9844623;Tell to Win: Connect, Persuade, and Triumph with the Hidden Power of Story;Peter Guber;Business;English
9850443;Flourish: A Visionary New Understanding of Happiness and Well-Being;Martin E.P. Seligman;Psychology;English
9862761;Feynman;Jim Ottaviani;Sequential Art;English
9883071;The Sisters Brothers;Patrick deWitt;Fiction;English
9895917;1493: Uncovering the New World Columbus Created;Charles C. Mann;History;English
9926516;American Dior;Assouline Publishing;Unknown;English
9938498;Enchantment: The Art of Changing Hearts, Minds, and Actions;Guy Kawasaki;Business;English
9956705;MongoDB in Action;Kyle Banker;Computer Science;Italian
9969571;In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin;Erik Larson;History;English
9999107;Say What?;Angela Diterlizzi;Childrens;English
10054335;Ready Player One (Ready Player One #1);Ernest Cline;Favorites;English
10127019;The American Heiress;Daisy Goodwin;Historical;English
10139649;Rules of Civility;Amor Towles;Fiction;English
10189391;The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses;Eric Ries;Business;English
10207258;Idea Man;Paul  Allen;Biography;English
10256723;Balenciaga and Spain;Hamish Bowles;Unknown;English
10265805;The Soul of Money: Transforming Your Relationship with Money and Life;Lynne Twist;Nonfiction;English
10281556;Ghost in the Wires: My Adventures as the World's Most Wanted Hacker;Kevin D. Mitnick;Nonfiction;English
10283435;The Profession;Steven Pressfield;Fiction;English
10294362;Night Film;Marisha Pessl;Mystery;English
10306358;Eco Amazons: 20 Women Who Are Transforming the World;Dorka Keehn;Nonfiction;English
10335318;The Rise of Endymion (Hyperion Cantos #4);Dan Simmons;Science Fiction;English
10374068;We the Animals;Justin Torres;Fiction;English
10381725;Destiny of the Republic: A Tale of Madness, Medicine and the Murder of a President;Candice Millard;History;English
10396921;One Day;David Nicholls;Fiction;English
10405048;The Nature Principle: Human Restoration and the End of Nature-Deficit Disorder;Richard Louv;Environment;English
10419045;Quick & Easy Mexican Cooking: More Than 80 Everyday Recipes;Cecilia Hae Jin Lee;Food and Drink;Korean
10443179;Brain Rules: 12 Principles for Surviving and Thriving at Work, Home, and School;John Medina;Nonfiction;English
10444902;Personal Kanban: Mapping Work Navigating Life;Jim  Benson;Nonfiction;English
10478031;The Fashion World of Jean Paul Gaultier: From the Sidewalk to the Catwalk;Suzy Menkes;Art;English
10479907;Theodora: Actress, Empress, Whore (Empress Theodora #1);Stella Duffy;Historical;English
10482375;The Moustache Grower's Guide;Lucien Edwards;Unknown;English
10552338;Claude And Camille: A Novel Of Monet (Chinese Edition);Stephanie Cowell;Historical;English
10585025;Charles Brittin: West and South;Charles Brittin,;Art;English
10644930;Reamde;Neal Stephenson;Fiction;English
10664113;The Cult of Beauty: The Victorian Avant-Garde 1860-1900;Lynn Federle Orr;Art;English
10673579;11/22/63;Stephen King;Fiction;English
10692646;A Dance with Dragons (A Song of Ice and Fire #5);George R.R. Martin;Fantasy;English
10723236;A Dance with Dragons (A Song of Ice and Fire #5);George R.R. Martin;Fantasy;English
10803061;It's a Little Book (It's a Book);Lane Smith;Childrens;English
10836813;Start Something That Matters;Blake Mycoskie;Nonfiction;English
10872085;Stars;Mary Lyn Ray;Childrens;English
10893214;The Time in Between;MarÃ­a DueÃ±as;Historical;English
10964693;Only Time Will Tell (The Clifton Chronicles #1);Jeffrey Archer;Unknown;English
11036895;The Cavendish Home for Boys and Girls;Claire Legrand;Childrens;English
11054019;The Marriage Plot;Jeffrey Eugenides;Fiction;English
11084145;Say Her Name;Francisco Goldman;Unknown;English
11093329;Blood on the Stage, 1950-1975: Milestone Plays of Crime, Mystery and Detection: An Annotated Repertoire;Amnon Kabatchnik;Unknown;English
11107244;Steve Jobs;Walter Isaacson;Biography;English
11223441;The House of Silk (Sherlock Holmes #1);Anthony Horowitz;Fiction;English
11223478;The Better Angels of Our Nature: Why Violence Has Declined;Steven Pinker;Nonfiction;English
11297044;The Deal from Hell: How Moguls and Wall Street Plundered Great American Newspapers;James O'Shea;Nonfiction;English
11336009;One Click: Jeff Bezos and the Rise of Amazon.com;Richard L. Brandt;Business;English
11345770;Steve Jobs;Walter Isaacson;Biography;English
11387515;Naked Beauty;David Fahey;Art;English
11411970;Llama Llama Home with Mama (Llama Llama);Anna Dewdney;Childrens;English
11447921;Wonder (Wonder #1);R.J. Palacio;Young Adult;English
11452263;The Food of Morocco;Paula Wolfert;Food and Drink;English
11457105;Beautiful Ruins;Jess Walter;Fiction;English
11468377;"Yellow Kid Weil; the autobiography of America's master swindler";J.R. Weil;Mystery;English
11474551;Design for Hackers: Reverse Engineering Beauty;David Kadavy;Design;English
11520381;Thinking, Fast and Slow;Daniel Kahneman;Psychology;English
11529868;Go the Fuck to Sleep;Adam Mansbach;Humor;English
11709037;The Art of French Baking;Ginette Mathiot;Food and Drink;English
11717571;The Orphan Master's Son;Adam Johnson;Fiction;English
11731381;You Are Not So Smart: Why You Have Too Many Friends on Facebook, Why Your Memory Is Mostly Fiction, and 46 Other Ways You're Deluding Yourself;David McRaney;Nonfiction;English
11830394;The Patrick Melrose Novels (Patrick Melrose #1-4);Edward St. Aubyn;Fiction;English
11855663;The Ottoman Centuries: The Rise and Fall of the Turkish Empire;John Patrick Douglas Balfour;Unknown;English
11869272;2312;Kim Stanley Robinson;Science Fiction;English
11873007;The Perfectly Imperfect Home: How to Decorate and Live Well;Deborah Needleman;Unknown;English
11910905;Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity;Katherine Boo;Cultural;English
11936279;The Vanishing Game;Kate Kae Myers;Mystery;English
12030438;The Charisma Myth: How Anyone Can Master the Art and Science of Personal Magnetism;Olivia Fox Cabane;Nonfiction;English
12051722;The Technologists;Matthew Pearl;Historical;English
12111823;The Start-Up of You: Adapt to the Future, Invest in Yourself, and Transform Your Career;Reid Hoffman;Business;English
12232938;Katie Ridder Rooms;Heather MacIssac;Nonfiction;English
12239509;The Winds of Winter (A Song of Ice and Fire #6);George R.R. Martin;Unknown;English
12267401;The Lovely Bones;Alice Sebold;Fiction;English
12352452;Monir Shahroudy Farmanfarmaian: Cosmic Geometry;Hans Ulrich Obrist;Unknown;English
12417705;Baby Bear Sees Blue;Ashley Wolff;Childrens;English
12435166;Season of the Witch: Enchantment, Terror and Deliverance in the City of Love;David Talbot;Nonfiction;English
12475019;The Wedding Beat;Devan Sipher;Womens Fiction;English
12520700;Van Gogh, Gauguin, C;Sylvie Patry;Unknown;English
12567957;Some Assembly Required: A Journal of My Son's First Son;Anne Lamott;Autobiography;English
12600138;In Wonderland: The Surrealist Adventures of Women Artists in Mexico and the United States;Ilene Susan Fort;Art;English
12609433;Vanity Fair's How a Book is Born: The Making of The Art of Fielding;Keith Gessen;Nonfiction;English
12621555;Ready Player One (Ready Player One #1);Ernest Cline;Favorites;English
12649718;The Power of Habit: Why We Do What We Do in Life and Business;Charles Duhigg;Nonfiction;English
12666439;Music for a City Music for the World: 100 Years with the San Francisco Symphony;Larry Rothe;Unknown;English
12676712;Me Before You (Me Before You #1);Jojo Moyes;Romance;English
12686547;Sweet Cream and Sugar Cones: 90 Recipes for Making Your Own Ice Cream and Frozen Treats from Bi-Rite Creamery;Kris Hoogerhyde;Food and Drink;English
12727969;Creating Innovators: The Making of Young People Who Will Change the World;Tony Wagner;Education;English
12796483;The Woman Who Changed Her Brain: And Other Inspiring Stories of Pioneering Brain Transformation;Barbara Arrowsmith-Young;Nonfiction;English
12953520;Back to Work: Why We Need Smart Government for a Strong Economy;Bill Clinton;Politics;English
12961964;Welcome to Your Child's Brain: How the Mind Grows from Conception to College;Sandra Aamodt;Psychology;English
12969594;Year Zero;Rob  Reid;Science Fiction;English
12975068;The Handmaid's Tale;Margaret Atwood;Fiction;English
12983631;The Orphan Master's Son;Adam Johnson;Fiction;English
12987034;The Cranes Dance;Meg Howrey;Fiction;English
13009546;Book: A Futurist's Manifesto;Hugh McGuire;Nonfiction;English
13050383;Semi-Charmed Life;Nora Zelevansky;Fiction;English
13069187;The Passage of Power: The Years of Lyndon Johnson (The Years of Lyndon Johnson #4);Robert A. Caro;Biography;English
13069332;Midnight in Peking: How the Murder of a Young Englishwoman Haunted the Last Days of Old China;Paul French;History;English
13091294;Paula Hayes;Paula Hayes;Unknown;English
13129501;Site and Sound: The Architecture and Acoustics of New Opera Houses and Concert Halls;Victoria Newhouse;Architecture;English
13148183;Every Day, Every Hour;Natasa Dragnic;Romance;English
13152194;Alicia Markova Her Life and Art;Anton Dolin;Unknown;English
13152287;Venture Capitalists At Work: How VCs Identify And Build Billion Dollar Successes;Tarang Shah;Unknown;English
13152847;Tiny Beautiful Things: Advice on Love and Life from Dear Sugar;Cheryl Strayed;Nonfiction;English
13158800;Bringing Up BÃ©bÃ©: One American Mother Discovers the Wisdom of French Parenting;Pamela Druckerman;Parenting;English
13159149;The Tools: Transform Your Problems into Courage, Confidence, and Creativity;Phil Stutz;Self Help;English
13162988;The Light Between Oceans;M.L. Stedman;Fiction;English
13163846;Paris, I Love You but You're Bringing Me Down;Rosecrans Baldwin;Autobiography;English
13166621;Information Graphics;Sandra Rendgen;Design;Multiple languages
13187824;Darth Vader and Son (Star Wars: Darth Vader and Kids);Jeffrey Brown;Sequential Art;English
13239822;Love, Life, and Elephants: An African Love Story;Daphne Sheldrick;Nonfiction;English
13240418;Abundance: The Future Is Better Than You Think;Peter H. Diamandis;Nonfiction;English
13260188;Alif the Unseen;G. Willow Wilson;Fantasy;English
13281003;Conde Nast Traveler: 25 Years of Photography;Klara Glowczewska;Unknown;English
13330599;The Longest Way Home: One Man's Quest for the Courage to Settle Down;Andrew McCarthy;Travel;English
13330922;Albert Nobbs;George Moore;Fiction;English
13373487;Toby's Room (Life Class #2);Pat Barker;Fiction;English
13384575;The Black Count: Glory, Revolution, Betrayal, and the Real Count of Monte Cristo;Tom Reiss;History;English
13414676;Coming to My Senses: A Story of Perfume, Pleasure, and an Unlikely Bride;Alyssa  Harad;Autobiography;English
13414742;Finance and the Good Society;Robert J. Shiller;Economics;English
13422401;The End of Your Life Book Club;Will Schwalbe;Nonfiction;English
13425570;Makers: The New Industrial Revolution;Chris Anderson;Science;English
13429746;The Life Story of a Chilean Sea Blob;Theodore Carter;Unknown;English
13453029;How Will You Measure Your Life?;Clayton M. Christensen;Nonfiction;English
13482753;Abstract City;Christoph Niemann;Art;English
13526165;Wool Omnibus (Silo #1);Hugh Howey;Science Fiction;English
13526269;The Art of Being Unreasonable: Lessons in Unconventional Thinking;Eli Broad;Business;English
13529069;Where'd You Go, Bernadette;Maria Semple;Fiction;English
13531802;Swell: A Year of Waves;Evan Slater;Nonfiction;English
13537979;The One World Schoolhouse: A New Approach to Teaching and Learning;Salman Khan;Education;English
13538873;Man in the Empty Suit;Sean Ferrell;Science Fiction;English
13543093;Dissolution (Matthew Shardlake #1);C.J. Sansom;Historical;English
13543159;Mr. Penumbra's 24-Hour Bookstore (Mr. Penumbra's 24-Hour Bookstore #1);Robin Sloan;Fiction;English
13549531;The Better Angels of Our Nature: Why Violence Has Declined;Steven Pinker;Nonfiction;English
13573189;An Apple for the Creature (Kate Daniels #5.3 - Magic Tests);Charlaine Harris;Fantasy;English
13573517;Get Lucky: How to Put Planned Serendipity to Work For You and Your Business;Thor Muller;Business;English
13585766;Cinelli: The Art and Design of the Bicycle;Lodovico Pignatti Morano;Unknown;English
13586707;The Boy Kings: A Journey into the Heart of the Social Network;Katherine Losse;Nonfiction;English
13586873;Empire State of Mind: How Jay-Z Went from Street Corner to Corner Office;Zack O'Malley Greenburg;Biography;English
13588101;My Brilliant Friend (L'amica geniale #1);Elena Ferrante;Historical;English
13588356;Coming Home to Sicily: Seasonal Harvests and Cooking from Case Vecchie;Fabrizia Lanza;Food and Drink;English
13588394;Who Is Jane Goodall? (Who Was/Is...?);Roberta Edwards;Biography;English
13591295;Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead;BrenÃ© Brown;Nonfiction;English
13593970;The Signal and the Noise: Why So Many Predictions Fail - But Some Don't;Nate Silver;Nonfiction;English
13622134;Edible Selby;Todd Selby;Food and Drink;English
13623847;Robert Motherwell Paintings and Collages: A Catalogue RaisonnÃ©, 1941-1991;Jack Flam;Unknown;English
13624688;Bitter Brew: The Rise and Fall of Anheuser-Busch and America's Kings of Beer;William Knoedelseder;Nonfiction;English
13637360;How the French Invented Love: Nine Hundred Years of Passion and Romance;Marilyn Yalom;Nonfiction;English
13641387;The Time Keeper;Mitch Albom;Fiction;English
13707595;The Girl You Left Behind (The Girl You Left Behind #1);Jojo Moyes;Historical;English
13722902;The Value of Art: Money, Power, Beauty;Michael Findlay;Art;English
13723837;A Free Man: A True Story of Life and Death in Delhi;Aman Sethi;Cultural;English
13792790;A Hologram for the King;Dave Eggers;Fiction;English
14335237;Heirloom Fruits and Vegetables;Toby Musgrave;Food and Drink;English
14356972;Cyrus the Unsinkable Sea Serpent;Bill Peet;Childrens;English
14568987;HBR's Must Reads Boxed Set (6 Books) (HBR's 10 Must Reads);Harvard Business School Press;Business;English
14652010;Who's Talking Now: The Owl or the Crocodile;Seymour Boorstein;Self Help;English
14781236;The Art Forger;B.A. Shapiro;Mystery;English
14781355;Royal Style: A History of Aristocratic Fashion Icons;Luise Wackerl;Unknown;English
14841582;A Handful of Dust;Evelyn Waugh;Fiction;English
14843814;The Loved One;Evelyn Waugh;Fiction;English
15015015;Dancers Among Us: A Celebration of Joy in the Everyday;Jordan Matter;Art;English
15507958;There's a Baby In There!;Dandi Daley Mackall;Unknown;English
15701217;Lessons in French;Hilary Reyl;Fiction;English
15704307;Me Before You (Me Before You #1);Jojo Moyes;Romance;English
15712352;The Woman Upstairs;Claire Messud;Fiction;English
15790842;Saga, Vol. 1 (Saga #1);Brian K. Vaughan;Sequential Art;English
15792978;Slipper Under Glass;Lee  Wyndham;Young Adult;English
15793509;Life After Life (Todd Family #1);Kate Atkinson;Fiction;English
15796700;Where the Peacocks Sing: A Palace, a Prince, and the Search for Home;Alison Singh Gee;Autobiography;English
15797226;The International Bank of Bob: Connecting Our Worlds One $25 Kiva Loan at a Time;Bob                    Harris;Nonfiction;English
15797938;Americanah;Chimamanda Ngozi Adichie;Fiction;English
15797962;AragonÃ©s;Miguel Ãngel AragonÃ©s;Unknown;English
15799351;The Dinner;Herman Koch;Fiction;English
15801967;Irving Harper: Works in Paper;Michael Maharam;Art;English
15803037;A Dual Inheritance;Joanna Hershon;Fiction;English
15803141;Contagious: Why Things Catch On;Jonah Berger;Business;English
15808296;Red Sparrow (Red Sparrow Trilogy #1);Jason  Matthews;Fiction;English
15811543;The Flamethrowers;Rachel Kushner;Fiction;English
15815333;The Good Life for Less: Giving Your Family Great Meals, Good Times, and a Happy Home on a Budget;Amy Allen Clark;Nonfiction;English
15815364;The Unchangeable Spots of Leopards;Kristopher Jansma;Fiction;English
15818077;The Interestings;Meg Wolitzer;Fiction;English
15819171;How to Get Filthy Rich in Rising Asia;Mohsin Hamid;Fiction;English
15839976;The Secrets of Happy Families: Improve Your Mornings, Rethink Family Dinner, Fight Smarter, Go Out and Play, and Much More;Bruce Feiler;Parenting;English
15843172;Does Jesus Really Love Me?: A Gay Christian's Pilgrimage in Search of God in America;Jeff Chu;Nonfiction;English
15849559;Red Rising (Red Rising Saga #1);Pierce Brown;Science Fiction;English
15894541;Tequila Mockingbird: Cocktails with a Literary Twist;Tim Federle;Nonfiction;English
15897036;Blackett's War: The Men Who Defeated the Nazi U-Boats and Brought Science to the Art of Warfare;Stephen Budiansky;History;English
15918895;Reinventing the Chicken Coop: 14 Original Designs with Step-by-Step Building Instructions;Matthew Wolpe;Nonfiction;English
16000300;Practical Classics: 50 Reasons to Reread 50 Books You Haven't Touched Since High School;Kevin Smokler;Nonfiction;English
16002674;Ballet;Henry Leutwyler;Unknown;English
16002685;American Dream Machine;Matthew Specktor;Fiction;English
16005239;Living Cultural Heritage Turabdin;Hans Hollerweger;Unknown;English
16008171;Andrew Lang: A Critical Biography;Roger Lancelyn Green;Unknown;English
16033093;Ai Wei Wei Speaks;Hans Ulrich Obrist;Art;English
16041810;Winter of the World (The Century Trilogy #2);Ken Follett;Unknown;English
16044969;How Children Succeed: Grit, Curiosity, and the Hidden Power of Character;Paul Tough;Nonfiction;English
16045023;The World in the Curl: An Unconventional History of Surfing;Peter Westwick;History;English
16045166;Crazy Rich: Power, Scandal, and Tragedy Inside the Johnson & Johnson Dynasty;Jerry Oppenheimer;Nonfiction;English
16064871;Outrageous Fortune: Growing Up at Leeds Castle;Anthony Russell;Biography;English
16071764;The Spy Who Loved: The Secrets and Lives of Christine Granville;Clare Mulley;Nonfiction;English
16081272;The Path to Power (The Years of Lyndon Johnson #1);Robert A. Caro;Biography;English
16085481;Lean In: Women, Work, and the Will to Lead;Sheryl Sandberg;Nonfiction;English
16099182;The Edge of Never (The Edge of Never #1);J.A. Redmerski;Romance;English
16115612;Crazy Rich Asians (Crazy Rich Asians #1);Kevin Kwan;Fiction;English
16127243;The Coat Route: Craft, Luxury, & Obsession on the Trail of a $50,000 Coat;Meg Lukens Noonan;Unknown;English
16130549;And the Mountains Echoed;Khaled Hosseini;Historical;English
16138688;The Telling Room: A Tale of Love, Betrayal, Revenge, and the World's Greatest Piece of Cheese;Michael Paterniti;Nonfiction;English
16142053;Doctor Sleep (The Shining #2);Stephen King;Horror;English
16148375;The Painted Girls;Cathy Marie Buchanan;Historical;English
16158542;Going Clear: Scientology, Hollywood, and the Prison of Belief;Lawrence Wright;Nonfiction;English
16158577;Ballet Teacher;Lee  Wyndham;Unknown;English
16158596;The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics;Daniel James Brown;Nonfiction;English
16160797;Eleven Rings: The Soul of Success;Phil Jackson;Sports and Games;English
16171221;Lexicon;Max Barry;Fiction;English
16174968;The Cuckoo's Calling (Cormoran Strike #1);Robert Galbraith;Mystery;English
16176440;The Sports Gene: Inside the Science of Extraordinary Athletic Performance;David   Epstein;Sports and Games;English
16181775;Refugee (The Captive #3);Erica Stevens;Paranormal;English
16233475;We Are All Completely Beside Ourselves;Karen Joy Fowler;Fiction;English
16233761;The Rosie Project (Don Tillman #1);Graeme Simsion;Fiction;English
16250904;In the Heart of Life: A Restless Soul, a Search for Meaning, and a Bond That Death Couldn't Break;Kathy Eldon;Cultural;English
17130524;Rewire: Digital Cosmopolitans in the Age of Connection;Ethan Zuckerman;Nonfiction;English
17194879;Unicorn Thinks He's Pretty Great;Bob Shea;Childrens;English
17208457;Pterosaurs: Natural History, Evolution, Anatomy;Mark P. Witton;Science;English
17212231;Frida & Diego: Passion, Politics and Painting;Dot Tuer;Art;English
17236175;Bleeding Edge;Thomas Pynchon;Fiction;English
17262134;Inferno (Robert Langdon #4);Dan Brown;Fiction;English
17262203;Just Enough Research (A Book Apart #9);Erika Hall;Design;English
